name,Brand_name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Tata Safari Storme VX Varicor 400,Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner
Hyundai Verna SX AT Diesel,Hyundai,2009,245000,75000,Diesel,Dealer,Automatic,First Owner
Honda WR-V i-VTEC VX,Honda,2017,700000,25552,Petrol,Dealer,Manual,Second Owner
Hyundai EON Magna Plus,Hyundai,2018,300000,20000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,Hyundai,2017,350000,80000,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,2017,635000,25000,Petrol,Dealer,Automatic,First Owner
Honda City S,Honda,2012,325000,40700,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 1.99 mHawk,Mahindra,2017,1150000,65500,Diesel,Dealer,Automatic,First Owner
Tata Indigo GLE BSIII,Tata,2008,110000,42000,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,Honda,2018,890000,8000,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.3 LXI,Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat PS,Chevrolet,2014,170000,77000,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,Maruti,2016,750000,6000,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,Hyundai,2017,280000,28838,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,Maruti,2018,690000,11174,Petrol,Dealer,Manual,First Owner
Tata Indigo GLS,Tata,2008,130000,120000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 LXI,Maruti,2007,73000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,Hyundai,2007,85000,85000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra 2.0 SX AT,Hyundai,2018,1575000,10000,Petrol,Individual,Automatic,First Owner
Nissan Sunny Diesel XV,Nissan,2013,325000,105000,Diesel,Individual,Manual,First Owner
Honda City 1.3 EXI,Honda,1998,85000,120000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDI SX Option,Hyundai,2018,860000,30000,Diesel,Dealer,Manual,Second Owner
Maruti S-Cross Sigma DDiS 200 SH,Maruti,2017,690000,41000,Diesel,Individual,Manual,First Owner
Hyundai Elantra CRDi S,Hyundai,2013,650000,54000,Diesel,Dealer,Manual,First Owner
Chevrolet Sail LS ABS,Chevrolet,2014,375000,40000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,525000,71000,Diesel,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,Maruti,2016,330000,72500,Petrol,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,Maruti,2013,280000,76600,Petrol,Dealer,Manual,First Owner
Maruti Swift ZXI,Maruti,2014,470000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2011,350000,110000,Diesel,Individual,Manual,First Owner
Honda City 1.5 V Elegance,Honda,2012,480000,63000,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,Hyundai,2016,620000,60000,Diesel,Individual,Manual,First Owner
Datsun GO T BSIV,Datsun,2014,250000,58000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0,Chevrolet,2010,78692,80000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2012,350000,80000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX Minor,Maruti,2013,250000,70000,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,Hyundai,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
Honda Mobilio S i DTEC,Honda,2016,640000,36000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,Tata,2008,220000,90000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,Volkswagen,2015,465000,130000,Diesel,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Maruti,2010,229999,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Maruti,2018,425000,15000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,Tata,2008,95000,120000,Petrol,Individual,Manual,Third Owner
Hyundai EON LPG Magna Plus,Hyundai,2012,170000,170000,LPG,Individual,Manual,Third Owner
Datsun RediGO T Option,Datsun,2016,229999,37500,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,Maruti,1999,45000,50000,Petrol,Individual,Manual,Third Owner
Maruti Grand Vitara MT,Maruti,2007,479000,145000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,2016,370000,60000,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI,Maruti,2016,620000,35000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,Tata,2012,270000,60000,Diesel,Individual,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ Plus,Tata,2018,400000,35000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,Maruti,2015,260000,40000,Petrol,Individual,Manual,First Owner
Hyundai Santro LE zipPlus,Hyundai,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Nano Twist XE,Tata,2015,100000,23800,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,Nissan,2015,490000,70000,Diesel,Individual,Manual,First Owner
Maruti Wagon R Duo Lxi,Maruti,2010,120000,90000,LPG,Individual,Manual,Second Owner
Hyundai i10 Era,Hyundai,2008,125000,102000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,Maruti,2019,190000,5000,Petrol,Individual,Manual,First Owner
Tata Harrier XZ BSIV,Tata,2019,1700000,10000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner
Toyota Corolla Altis 1.8 J,Toyota,2008,400000,35000,Petrol,Individual,Manual,Second Owner
Fiat Linea T Jet Plus,Fiat,2011,500000,20000,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x2 AT,Toyota,2014,1800000,99000,Diesel,Individual,Automatic,First Owner
Honda Civic 1.8 V MT,Honda,2008,320000,90000,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S AT,Honda,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
Ford Figo Diesel Titanium,Ford,2010,105000,90000,Diesel,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 SX,Hyundai,2018,550000,20000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,2019,600000,1100,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 VXI,Maruti,2020,210000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,Maruti,2012,210000,15000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1,Hyundai,2008,125000,60000,Petrol,Individual,Manual,First Owner
Maruti Celerio VXI,Maruti,2016,380000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,Maruti,2016,490000,27000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire LDI,Maruti,2018,545000,38000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Maruti,2015,250000,25000,Petrol,Individual,Manual,First Owner
Hyundai Venue SX Opt Turbo BSIV,Hyundai,2020,1050000,1100,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,Maruti,2007,100000,100000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel ZXI,Ford,2014,250000,100000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,Maruti,2007,100000,110000,Petrol,Individual,Manual,First Owner
Ford Figo 1.5D Ambiente ABS MT,Ford,2016,350000,60000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ Plus,Renault,2012,370000,70000,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,Maruti,2004,121000,110000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga SHVS VDI,Maruti,2017,785000,24000,Diesel,Individual,Manual,First Owner
Maruti Ciaz S 1.3,Maruti,2018,850000,30000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Maruti,2016,375000,30000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,Maruti,2017,619000,40000,Petrol,Individual,Manual,First Owner
Chevrolet Cruze LTZ,Chevrolet,2011,335000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2006,500000,50000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX,Maruti,2003,60000,100000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIV,Maruti,2010,130000,50000,Petrol,Individual,Manual,Second Owner
Mahindra Ingenio CRDe,Mahindra,2015,210000,210000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2019,1900000,20000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,Tata,2013,270000,70000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,Maruti,2010,225000,100000,Petrol,Individual,Manual,Second Owner
Maruti SX4 ZXI MT BSIV,Maruti,2011,150000,160000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,Chevrolet,2013,173000,70000,Diesel,Individual,Manual,First Owner
BMW 5 Series 520d Luxury Line,BMW,2018,4800000,9422,Diesel,Individual,Automatic,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,2017,710000,110000,Diesel,Individual,Automatic,First Owner
Toyota Corolla Altis 1.8 GL,Toyota,2019,1500000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta 1.2,Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner
Maruti 800 AC BSIII,Maruti,2008,58000,70000,Petrol,Individual,Manual,Second Owner
Audi A4 1.8 TFSI,Audi,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner
Mahindra Scorpio M2DI,Mahindra,2013,500000,150000,Diesel,Individual,Manual,First Owner
Maruti Swift LXi BSIV,Maruti,2009,120000,83000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,Toyota,2012,300000,250000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Hyundai,2018,300000,30000,Petrol,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,Datsun,2015,295000,21000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI CNG,Maruti,2018,587000,80000,CNG,Individual,Manual,First Owner
Ambassador Grand 1800 ISZ MPFI PW CL,Ambassador,2012,430000,50000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),Hyundai,2007,123000,50000,Petrol,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
Maruti Wagon R LXI Minor,Maruti,2007,130000,60000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,Tata,2010,110000,90000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo Celebration Edition BSIV,Mahindra,2010,200000,240000,Diesel,Individual,Manual,Third Owner
Hyundai Grand i10 Magna,Hyundai,2015,320000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,Maruti,2014,300000,50000,Petrol,Individual,Manual,First Owner
Volkswagen CrossPolo 1.2 MPI,Volkswagen,2016,350000,110000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI Petrol,Maruti,2018,800000,50000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,Hyundai,2016,270000,175000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna Executive,Hyundai,2017,540000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,Maruti,2011,160000,60000,CNG,Individual,Manual,Second Owner
Maruti SX4 VDI,Maruti,2013,340000,100000,Diesel,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,Maruti,2017,350000,40000,Petrol,Individual,Manual,Second Owner
Volkswagen Vento Diesel Style Limited Edition,Volkswagen,2011,300000,100000,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,Maruti,2013,330000,63000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,Maruti,2016,325000,80000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
Maruti Swift Star VDI,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,Chevrolet,2015,240000,60000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2020,545000,5000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.1 iTech SE,Hyundai,2015,300000,48000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat LT,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT,Renault,2017,240000,50000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Renault,2018,360000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Magna,Hyundai,2012,250000,70000,Diesel,Individual,Manual,First Owner
Skoda Laura Elegance 2.0 TDI CR AT,Skoda,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,600000,50000,Diesel,Individual,Manual,Second Owner
Tata Indigo CR4,Tata,2010,150000,80000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2017,700000,50000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2016,1290000,5000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG,Hyundai,2004,80000,58000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,Hyundai,2015,425000,12000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI AMT BSIV,Maruti,2018,500000,10000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GLS,Hyundai,2012,193000,45000,Petrol,Individual,Manual,Second Owner
Honda City i VTEC V,Honda,2015,800000,10000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Maruti,2008,150000,50000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,Maruti,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford Figo Diesel EXI,Ford,2010,130000,100000,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel EXI,Ford,2012,280000,80000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2 BS IV,Mahindra,2011,229999,110000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIII,Maruti,2008,80000,120000,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,Tata,2010,70000,10000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E8,Mahindra,2010,380000,72000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XO,Hyundai,2006,80000,110000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,Hyundai,2013,265000,50000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus Option,Hyundai,2018,320000,25000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,Nissan,2014,500000,120000,Diesel,Individual,Manual,Third Owner
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2016,1300000,55000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,Mahindra,2018,1500000,35000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,2016,1800000,110000,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2014,600000,80000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XT,Tata,2018,420000,80000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,Maruti,2009,140000,120000,Petrol,Individual,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,2010,300000,100000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,Maruti,2017,350000,25000,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,Ford,2018,850000,19000,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,Maruti,2008,140000,54000,Petrol,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,Ford,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
Hyundai Grand i10 Asta Option AT,Hyundai,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2015,470000,146000,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,Ford,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 2.5L 4X2,Ford,2011,500000,224642,Diesel,Dealer,Manual,Second Owner
Maruti Zen LXI,Maruti,1998,80000,120000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,175000,175000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 AT W10 AWD,Mahindra,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner
Renault Duster 110PS Diesel RxZ,Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner
Datsun RediGO 1.0 S,Datsun,2017,250000,15000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,Maruti,2018,700000,25000,Petrol,Individual,Automatic,First Owner
Tata Nexon 1.5 Revotorq XM,Tata,2019,800000,25000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Mahindra,2013,660000,69000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2015,465000,60000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,Mahindra,2006,180000,222435,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2017,600000,66000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi Duratec,Ford,2010,150000,110000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2014,450000,78000,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,Hyundai,2019,721000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio BSIV,Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner
Maruti Esteem AX,Maruti,1997,79000,70000,Petrol,Individual,Automatic,First Owner
Ford Figo 1.5D Trend MT,Ford,2017,545000,40000,Diesel,Individual,Manual,First Owner
Honda Amaze V Diesel BSIV,Honda,2018,844999,20000,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,Skoda,2016,700000,93000,Diesel,Individual,Manual,First Owner
Toyota Etios VD,Toyota,2016,650000,159000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,525000,75000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,2006,110000,101100,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,Tata,2011,180000,66000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era,Hyundai,2012,280000,30000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,Renault,2019,400000,10000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,Mahindra,2012,625000,126000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,Volkswagen,2015,535000,70000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI Optional,Maruti,2017,459999,50000,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,Mahindra,2010,300000,100000,Diesel,Individual,Manual,First Owner
Honda Civic 1.8 V AT,Honda,2007,280000,60000,Petrol,Individual,Automatic,First Owner
Honda Mobilio V i VTEC,Honda,2014,500000,70000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 SX,Hyundai,2019,1200000,1200,Petrol,Individual,Manual,First Owner
Renault KWID RXT,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
Tata Manza ELAN Quadrajet BS IV,Tata,2011,180000,80000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Sportz AT,Hyundai,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
Maruti Alto LXi,Maruti,2009,78000,120000,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,Nissan,2011,160000,120000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2014,600000,238000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Maruti,2008,110000,100000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 4WD BSIII,Mahindra,2011,450000,110000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio S9 BSIV,Mahindra,2019,1350000,35000,Diesel,Individual,Manual,First Owner
Honda City 1.3 DX,Honda,2003,120000,165000,Petrol,Individual,Manual,Second Owner
Honda BR-V i-DTEC VX MT,Honda,2018,1040000,42000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,Hyundai,2014,390000,70000,Diesel,Individual,Manual,Second Owner
Tata Nano Lx BSIII,Tata,2011,65000,60000,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,320000,115000,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline,Volkswagen,2017,720000,70000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI ABS,Maruti,2007,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,Maruti,2011,225000,65000,Petrol,Dealer,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2010,200000,150000,Diesel,Individual,Manual,Second Owner
Toyota Etios GD,Toyota,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,Ford,2012,300000,63700,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,Honda,2018,700000,74800,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,Ford,2009,500000,105000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxE,Renault,2016,500000,40000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,Maruti,2016,400000,90000,Diesel,Individual,Manual,Second Owner
Toyota Corolla Altis D-4D J,Toyota,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,Maruti,2018,720000,15000,Diesel,Individual,Manual,First Owner
Maruti 800 AC Uniq,Maruti,2009,110000,30000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2014,600000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AT BSIV,Mahindra,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
Land Rover Range Rover Evoque 2.2L Dynamic,Land,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner
Hyundai i20 1.4 Sportz,Hyundai,2017,740000,60000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,Maruti,2017,800000,90000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2019,1100000,100000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive20d,BMW,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Alto K10 2010-2014 VXI,Maruti,2012,200000,90000,Petrol,Individual,Manual,Second Owner
Tata Spacio SA 6 Seater,Tata,2009,210000,75000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2009,270000,120000,Diesel,Individual,Manual,Second Owner
Toyota Etios 1.4 VXD,Toyota,2016,630000,90000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa S,Hyundai,2015,375000,55000,Petrol,Individual,Manual,First Owner
Mahindra Xylo D2,Mahindra,2010,300000,70000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,Mahindra,2016,580000,95000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 CRDi,Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZDi Plus SHVS,Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,Maruti,2014,250000,60516,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,Hyundai,2012,434999,235000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 280 CDI,Mercedes-Benz,2007,900000,76731,Diesel,Dealer,Automatic,First Owner
Maruti Swift ZDI,Maruti,2016,685000,64000,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,Maruti,2014,540000,65000,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC CVT ZX,Honda,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,610000,77000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era,Hyundai,2011,254999,24000,Petrol,Dealer,Manual,First Owner
Nissan Micra Active XV,Nissan,2014,280000,63840,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XT,Tata,2017,370000,25000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,459999,76400,Diesel,Individual,Manual,Second Owner
Maruti Zen LX,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner
Maruti Zen LX,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner
Fiat Linea Active (Diesel),Fiat,2011,190000,80000,Diesel,Individual,Manual,Third Owner
Fiat Punto 1.4 Emotion,Fiat,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Ford EcoSport 1.5 Diesel Trend Plus BSIV,Ford,2017,710000,40000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 SX Option,Hyundai,2018,1200000,15000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,Maruti,2011,229999,70000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,Renault,2018,310000,15000,Petrol,Individual,Manual,First Owner
